!------------------------------------------------------------!
  Date: 20190925
  Simulation name: CW7 
  Filename:nose.txt                                                                                                                
  Produced in mod-subroutine:  =findhead/isosurf                                                                                                       
  Written by AK September 2019
  Description:Calculate head height, width, and average U_G, T_G, EP_G                                                                
  Data format: t  Q  Nose of Current X Loc                                                                                            
!------------------------------------------------------------!
           2           1   27.0000000000000     
           2           2   24.0000000000000     
           2           3   24.0000000000000     
           2           4   24.0000000000000     
           2           5   24.0000000000000     
           2           6   66.0000000000000     
           2           7   72.0000000000000     
           2           8   75.0000000000000     
           2           9   78.0000000000000     
           2          10   81.0000000000000     
           2          11   81.0000000000000     
           2          12   90.0000000000000     
           2          13   90.0000000000000     
           2          14   90.0000000000000     
           2          15   90.0000000000000     
           2          16   108.000000000000     
           2          17   111.000000000000     
           2          18   111.000000000000     
           2          19   111.000000000000     
           2          20   111.000000000000     
           2          21   108.000000000000     
           2          22   108.000000000000     
           2          23   144.000000000000     
           2          24   150.000000000000     
           2          25   150.000000000000     
           2          26   150.000000000000     
           2          27   150.000000000000     
           2          28   150.000000000000     
           2          29   150.000000000000     
           2          30   150.000000000000     
           2          31   150.000000000000     
           2          32   150.000000000000     
           2          33   150.000000000000     
           2          34   150.000000000000     
           2          35   150.000000000000     
           2          36   150.000000000000     
           2          37   150.000000000000     
           2          38   150.000000000000     
           2          39   150.000000000000     
           2          40   150.000000000000     
           2          41   150.000000000000     
           2          42   150.000000000000     
           2          43   150.000000000000     
           2          44   150.000000000000     
           2          45  0.000000000000000E+000
           2          46   150.000000000000     
           2          47   150.000000000000     
           2          48   150.000000000000     
           2          49   150.000000000000     
           2          50   150.000000000000     
           2          51   150.000000000000     
           2          52   150.000000000000     
           2          53   150.000000000000     
           2          54   150.000000000000     
           2          55   150.000000000000     
           2          56   150.000000000000     
           2          57   150.000000000000     
           2          58   150.000000000000     
           2          59   150.000000000000     
           2          60   150.000000000000     
           2          61   150.000000000000     
           2          62   150.000000000000     
           2          63   150.000000000000     
           2          64   150.000000000000     
           2          65   150.000000000000     
           2          66   150.000000000000     
           2          67   150.000000000000     
           2          68   150.000000000000     
           2          69   150.000000000000     
           2          70   150.000000000000     
           2          71   150.000000000000     
           2          72   150.000000000000     
           2          73   150.000000000000     
           2          74   150.000000000000     
           2          75   150.000000000000     
           2          76   150.000000000000     
           2          77   150.000000000000     
           2          78   150.000000000000     
           2          79   150.000000000000     
